category,project_folder,project_title,field,source_upload_path,copied_file
03 Tables,"03 Tables/13 'Gio, I hardly Knew Ya!'","'Gio, I hardly Knew Ya!'",additional_image_4,2021/01/DSC0100-101-102-Comb.jpg,"03 Tables/13 'Gio, I hardly Knew Ya!'/05-detail-gio-i-hardly-knew-ya.jpg"
03 Tables,"03 Tables/13 'Gio, I hardly Knew Ya!'","'Gio, I hardly Knew Ya!'",additional_image_5,2021/01/DSC0097-98-99-Comb.jpg,"03 Tables/13 'Gio, I hardly Knew Ya!'/06-detail-gio-i-hardly-knew-ya.jpg"
03 Tables,"03 Tables/13 'Gio, I hardly Knew Ya!'","'Gio, I hardly Knew Ya!'",additional_image_6,2021/01/DSC0085.jpg,"03 Tables/13 'Gio, I hardly Knew Ya!'/07-detail-gio-i-hardly-knew-ya.jpg"
03 Tables,"03 Tables/13 'Gio, I hardly Knew Ya!'","'Gio, I hardly Knew Ya!'",additional_image_7,2021/01/DSC0156-57-58-59-Comb.jpg,"03 Tables/13 'Gio, I hardly Knew Ya!'/08-detail-gio-i-hardly-knew-ya.jpg"
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),furniture_picture,2018/09/DSC4173wMirrors_flat2_cutout.png,03 Tables/14 PRIVILEGED (The Colour of Spring)/01-main-privileged-the-colour-of-spring.png
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_1,2020/02/DSC4139.jpg,03 Tables/14 PRIVILEGED (The Colour of Spring)/02-detail-privileged-the-colour-of-spring.jpg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_2,2020/02/DSC4173wMirrors_flat2.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/03-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_3,2020/02/DSC4178_Mirror.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/04-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_4,2020/02/DSC4147-4145-Comb.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/05-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_5,2020/02/DSC4147.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/06-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_6,2018/09/One-of-one-img1.jpg,03 Tables/14 PRIVILEGED (The Colour of Spring)/07-detail-privileged-the-colour-of-spring.jpg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_7,2020/02/DSC4144.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/08-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/14 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_8,2020/02/DSC4153.jpeg,03 Tables/14 PRIVILEGED (The Colour of Spring)/09-detail-privileged-the-colour-of-spring.jpeg
03 Tables,03 Tables/15 Black Dog,Black Dog,furniture_picture,2024/09/Black-Dog-2.png,03 Tables/15 Black Dog/01-main-black-dog.png
03 Tables,03 Tables/15 Black Dog,Black Dog,additional_image_1,2024/09/unnamed-4-scaled.jpg,03 Tables/15 Black Dog/02-detail-black-dog.jpg
03 Tables,03 Tables/15 Black Dog,Black Dog,additional_image_2,2024/09/unnamed-1-1.jpg,03 Tables/15 Black Dog/03-detail-black-dog.jpg
03 Tables,03 Tables/15 Black Dog,Black Dog,additional_image_3,2024/09/unnamed-2-1.jpg,03 Tables/15 Black Dog/04-detail-black-dog.jpg
03 Tables,03 Tables/15 Black Dog,Black Dog,additional_image_4,2024/09/unnamed-3-2.jpg,03 Tables/15 Black Dog/05-detail-black-dog.jpg
03 Tables,03 Tables/15 Black Dog,Black Dog,additional_image_5,2024/09/unnamed-4-1.jpg,03 Tables/15 Black Dog/06-detail-black-dog.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,furniture_picture,2025/02/White-LightWhite-Heat.png,03 Tables/16 White Light White Heat/01-main-white-light-white-heat.png
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_1,2025/02/1-25-25_2269-copy.jpg,03 Tables/16 White Light White Heat/02-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_2,2025/02/1-25-25_2280-copy.jpg,03 Tables/16 White Light White Heat/03-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_3,2025/02/1-25-25_2285-copy.jpg,03 Tables/16 White Light White Heat/04-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_4,2025/02/1-25-25_2274-copy.jpg,03 Tables/16 White Light White Heat/05-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_5,2025/02/1-25-25_2276-copy.jpg,03 Tables/16 White Light White Heat/06-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_6,2025/02/1-25-25_2277-copy.jpg,03 Tables/16 White Light White Heat/07-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_7,2025/02/1-25-25_2300-copy.jpg,03 Tables/16 White Light White Heat/08-detail-white-light-white-heat.jpg
03 Tables,03 Tables/16 White Light White Heat,White Light White Heat,additional_image_8,2025/02/1-25-25_2301-copy.jpg,03 Tables/16 White Light White Heat/09-detail-white-light-white-heat.jpg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,furniture_picture,2020/03/Chairs-Missing-10_cutout.png,04 Chairs/01 Chairs Missing/01-main-chairs-missing.png
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_1,2020/03/Chairs-Missing-1.jpeg,04 Chairs/01 Chairs Missing/02-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_2,2020/03/Chairs-Missing-2.jpeg,04 Chairs/01 Chairs Missing/03-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_3,2020/03/Chairs-Missing-3.jpeg,04 Chairs/01 Chairs Missing/04-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_4,2020/03/Chairs-Missing-4.jpeg,04 Chairs/01 Chairs Missing/05-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_5,2020/03/Chairs-Missing-5.jpeg,04 Chairs/01 Chairs Missing/06-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_6,2020/03/Chairs-Missing-7.jpeg,04 Chairs/01 Chairs Missing/07-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_7,2020/03/Chairs-Missing-8.jpeg,04 Chairs/01 Chairs Missing/08-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/01 Chairs Missing,Chairs Missing,additional_image_8,2020/03/Chairs-Missing-9.jpeg,04 Chairs/01 Chairs Missing/09-detail-chairs-missing.jpeg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,furniture_picture,2026/02/Chairs.png,04 Chairs/04 Library Chair/01-main-library-chair.png
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_1,2026/02/0218_CharleyRadtke_Studio-8.jpg,04 Chairs/04 Library Chair/02-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_2,2026/02/0218_CharleyRadtke_Studio-7.jpg,04 Chairs/04 Library Chair/03-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_3,2026/02/0218_CharleyRadtke_Studio-4.jpg,04 Chairs/04 Library Chair/04-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_4,2026/02/0218_CharleyRadtke_Studio-13.jpg,04 Chairs/04 Library Chair/05-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_5,2026/02/0218_CharleyRadtke_Studio-9.jpg,04 Chairs/04 Library Chair/06-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_6,2026/02/0218_CharleyRadtke_Studio-6.jpg,04 Chairs/04 Library Chair/07-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_7,2026/02/0218_CharleyRadtke_Studio-3.jpg,04 Chairs/04 Library Chair/08-detail-library-chair.jpg
04 Chairs,04 Chairs/04 Library Chair,Library Chair,additional_image_8,2026/02/0218_CharleyRadtke_Studio-15.jpg,04 Chairs/04 Library Chair/09-detail-library-chair.jpg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),furniture_picture,2018/09/DSC4173wMirrors_flat2_cutout.png,05 Custom/01 PRIVILEGED (The Colour of Spring)/01-main-privileged-the-colour-of-spring.png
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_1,2020/02/DSC4139.jpg,05 Custom/01 PRIVILEGED (The Colour of Spring)/02-detail-privileged-the-colour-of-spring.jpg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_2,2020/02/DSC4173wMirrors_flat2.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/03-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_3,2020/02/DSC4178_Mirror.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/04-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_4,2020/02/DSC4147-4145-Comb.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/05-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_5,2020/02/DSC4147.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/06-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_6,2020/02/DSC4153.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/07-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_7,2020/02/DSC4145.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/08-detail-privileged-the-colour-of-spring.jpeg
05 Custom,05 Custom/01 PRIVILEGED (The Colour of Spring),PRIVILEGED (The Colour of Spring),additional_image_8,2020/02/DSC4144.jpeg,05 Custom/01 PRIVILEGED (The Colour of Spring)/09-detail-privileged-the-colour-of-spring.jpeg
